Unnamed: 0,Time,User,Tweet,Location,Retweets,sentiment
1187,2023-05-19 19:30:59+00:00,MEGUjuke,RT @WGAEast: “the industry has been upending the writers and actors and directors for a very long time... including the use of AI. It strik…,Guiyang,74,positive
1188,2023-05-19 19:30:14+00:00,WGAEast,"“the industry has been upending the writers and actors and directors for a very long time... including the use of AI. It strikes me as a human obscenity for there to be pushback on that from the producers""

- Sean Penn at Cannes Film Festival #WGAStrong 
https://t.co/J85Bhsh8F6","New York, NY",74,positive
1189,2023-05-19 19:30:04+00:00,wfrolik,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…","Pittsburgh, PA",108,positive
1190,2023-05-19 19:29:02+00:00,socialepidopta,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,BEOCHAOINEADH,318,negative
1191,2023-05-19 19:28:41+00:00,MissBarry92,"@possumlives @drmistercody If we could make productions with fake AI people than these actors who don’t deserve it won’t get paid the millions of dollars they do. I have a harder, more important and more stressful job yet they make more money than me, I call bullshit.","Concord, NC",0,negative
1192,2023-05-19 19:28:01+00:00,AsBookReviewsFF,"RT @JustineBateman: SAG ACTORS. 
Vote YES to this strike authorization. It means that your negotiating committee can go into AMPTP negotiat…",I'm also @aliciamaryweath ,204,negative
1193,2023-05-19 19:27:49+00:00,wfrolik,RT @MerrillBarr: As everyone has predicted: attempted AI takeover for actors was always going to start with VO work. Make sure you vote yes…,"Pittsburgh, PA",61,positive
1194,2023-05-19 19:27:23+00:00,koramadrama,"For the second time in as many months I have voted YES to authorize a strike against the AMPTP. Actors deserve clear guidelines on the use of generative AI and deserve residual pay that reflects the modern TV landscape. Two unions, one fight. #SAGAFTRAStrong #WGAstrong","Neptune, CA",2,positive
1195,2023-05-19 19:24:59+00:00,AndrewEalesVO,"This is completely devoid of any charm or charisma Ryan Reynolds has.

AI is a mockery of actors, writers, artists and all creatives. https://t.co/fLRSlHVkrp",andrewealesvo@gmail.com,0,positive
1196,2023-05-19 19:24:50+00:00,grand_baked,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,Oh say cant you see,318,negative
1197,2023-05-19 19:24:28+00:00,ActorSeanCory,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…",Earth ,108,positive
1198,2023-05-19 19:24:11+00:00,Nicksupdx,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1199,2023-05-19 19:23:43+00:00,talkintvpodcast,RT @IndieWire: AI Becomes Him: How De-Aging Progressed from ‘Benjamin Button’ to ‘Indiana Jones and the Dial of Destiny’ https://t.co/i7UyZ…,New York,5,neutral
1200,2023-05-19 19:23:07+00:00,JamesWorthyClap,RT @IndieWire: AI Becomes Him: How De-Aging Progressed from ‘Benjamin Button’ to ‘Indiana Jones and the Dial of Destiny’ https://t.co/i7UyZ…,"Newport Beach, CA",5,neutral
1201,2023-05-19 19:21:05+00:00,Webzyyz,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1202,2023-05-19 19:16:53+00:00,LordOverStrange,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1203,2023-05-19 19:16:50+00:00,Wileybot2004,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,The Darkest pits of hell,318,negative
1204,2023-05-19 19:14:13+00:00,jeremybleroux,RT @MerrillBarr: As everyone has predicted: attempted AI takeover for actors was always going to start with VO work. Make sure you vote yes…,"Vancouver, British Columbia",61,positive
1205,2023-05-19 19:14:10+00:00,BondageHead,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,"Santiago, Chile",318,negative
1206,2023-05-19 19:12:30+00:00,shangrila500,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,"On the Disc, hiding from everyone and everything",318,negative
1207,2023-05-19 19:11:43+00:00,LiberalAutocrat,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,Your head,318,negative
1208,2023-05-19 19:11:36+00:00,xiaocooki,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,Terra,318,negative
1209,2023-05-19 19:10:31+00:00,CharleyFlyte,RT @MerrillBarr: As everyone has predicted: attempted AI takeover for actors was always going to start with VO work. Make sure you vote yes…,Tongva Land (Los Angeles),61,positive
1210,2023-05-19 19:09:47+00:00,MilkManImmortal,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1211,2023-05-19 19:08:29+00:00,i_ceraunophile,RT @LauriDonahue: Sean Penn supporting the #WGAStrike at the “Black Flies” press conference: “The industry has been upending the actors and…,Third Rock from the Sun,3,positive
1212,2023-05-19 19:07:10+00:00,Konkord099,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1213,2023-05-19 19:06:44+00:00,O1zy5,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,Germany,318,negative
1214,2023-05-19 19:06:29+00:00,Glaggactic,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,Ryzen 5 3400G CPU AMD,318,negative
1215,2023-05-19 19:06:11+00:00,Noremac6464,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1216,2023-05-19 19:04:28+00:00,BrickHeadgamer,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1217,2023-05-19 19:03:33+00:00,RShinomiyaVal,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,None of Your Fucking Business,318,negative
1218,2023-05-19 19:02:17+00:00,Panindependent,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1219,2023-05-19 19:01:50+00:00,Anthologist,RT @MerrillBarr: As everyone has predicted: attempted AI takeover for actors was always going to start with VO work. Make sure you vote yes…,"Brooklyn, NY",61,positive
1220,2023-05-19 19:01:00+00:00,IndieWire,AI Becomes Him: How De-Aging Progressed from ‘Benjamin Button’ to ‘Indiana Jones and the Dial of Destiny’ https://t.co/i7UyZpBGuC https://t.co/dWer5uWIc1,"New York, NY",5,neutral
1221,2023-05-19 18:59:59+00:00,H3rostratus,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1222,2023-05-19 18:59:53+00:00,R042,"RT @JustineBateman: Addendum: Actors, you must have iron-clad protection against the AI use of your image and voice in the SAG MBA or your…",,868,neutral
1223,2023-05-19 18:59:51+00:00,R042,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",,4425,positive
1224,2023-05-19 18:57:24+00:00,KitEverlasting,"The most bullshit thing about AI for voice actors, is that companies could totally use your voice as training data, and then use something that sounds similar to you to advertise something totally gross like have you do voice over for a queer-hating Republican's attack.",🇨🇦she/her 🇫🇷elle,3,negative
1225,2023-05-19 18:55:34+00:00,SwordsmanKnight,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1226,2023-05-19 18:54:39+00:00,SirRapture2345,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1227,2023-05-19 18:54:29+00:00,DavidAugust,RT @MerrillBarr: As everyone has predicted: attempted AI takeover for actors was always going to start with VO work. Make sure you vote yes…,"Los Angeles, CA",61,positive
1228,2023-05-19 18:54:19+00:00,CarsGunsTeeth,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,"Minnesota, USA",318,negative
1229,2023-05-19 18:54:13+00:00,1AllisonLane,"RT @JustineBateman: SAG ACTORS. 
Vote YES to this strike authorization. It means that your negotiating committee can go into AMPTP negotiat…",,204,negative
1230,2023-05-19 18:53:29+00:00,alharba_,"RT @Nina_Metz: Robert Zemeckis announced that Tom Hanks &amp; Robin Wright, the stars of his next film, will be de-aged using AI to create “pho…",somemotelintennessee,4,positive
1231,2023-05-19 18:50:49+00:00,flyingfukk,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,"Texas, USA",318,negative
1232,2023-05-19 18:50:45+00:00,MissCaroline,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…","Seattle, WA",4425,positive
1233,2023-05-19 18:49:49+00:00,Trishamott,"@justacoverband No wonder there's a #WritersStrike after seeing this AI Ryan Reynolds, maybe actors should be going on strike as well.😳 https://t.co/qCBBNA3gws","Portland, OR",0,positive
1234,2023-05-19 18:48:35+00:00,joshrthompson,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…","Los Angeles, CA",4425,positive
1235,2023-05-19 18:48:16+00:00,YTDN_,"RT @JustineBateman: Addendum: Actors, you must have iron-clad protection against the AI use of your image and voice in the SAG MBA or your…",,868,neutral
1236,2023-05-19 18:48:05+00:00,bunnytanktreads,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,"Fakakta County, FL",318,negative
1237,2023-05-19 18:47:37+00:00,YTDN_,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",,4425,positive
1238,2023-05-19 18:45:59+00:00,neilehopkins,RT @MerrillBarr: As everyone has predicted: attempted AI takeover for actors was always going to start with VO work. Make sure you vote yes…,,61,positive
1239,2023-05-19 18:44:38+00:00,RLCJR1962,"Writers, actors, special effects, music, &amp; every other part of motion pictures will be replaced with AI &amp; other technologies as it is more efficient, lower cost &amp; offers greater flexibility than humans.

If Hollywood won’t then other venues will. Full stop https://t.co/utx7I9xqse",,0,positive
1240,2023-05-19 18:43:14+00:00,nambona_,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1241,2023-05-19 18:42:12+00:00,Nos_Skyer,"@PDakkadakka that's a very stupid thing to bee happy about, sure there are some translators or voice actors that can be annoying but the majority are not and i strongly believe AI will just make the issues you have with it even worse",,0,positive
1242,2023-05-19 18:41:12+00:00,mattharrymh,"This is a whisker away from performance replacement. Rather than learn to work with actors as collaborators, future creatives will have to learn how to speak binary.

https://t.co/YTXsfCC1Sn","LA, CA",0,negative
1243,2023-05-19 18:40:59+00:00,chus_jnc,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1244,2023-05-19 18:40:59+00:00,MerrillBarr,"As everyone has predicted: attempted AI takeover for actors was always going to start with VO work. Make sure you vote yes on your strike autho, SAG-AFTRA!

‘Fall’ AI Company Flawless, XYZ And Tea Shop To Buy Films At Cannes – Deadline https://t.co/xztwt9sFeW",Los Angeles,61,positive
1245,2023-05-19 18:40:51+00:00,the_invisible_a,RT @LauriDonahue: Sean Penn supporting the #WGAStrike at the “Black Flies” press conference: “The industry has been upending the actors and…,the Y in the Hollywood sign,3,positive
1246,2023-05-19 18:40:27+00:00,RubySalt912,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1247,2023-05-19 18:37:46+00:00,JarlPenalty,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,Everywhere and Nowhere,318,negative
1248,2023-05-19 18:37:17+00:00,Noerodriguez229,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1249,2023-05-19 18:36:56+00:00,RebelliousMag,"RT @JustineBateman: SAG ACTORS. 
Vote YES to this strike authorization. It means that your negotiating committee can go into AMPTP negotiat…",Chicago,204,negative
1250,2023-05-19 18:36:37+00:00,Burbankers,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",Occupied Tongva Land/LA,4425,positive
1251,2023-05-19 18:36:09+00:00,Burbankers,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…",Occupied Tongva Land/LA,108,positive
1252,2023-05-19 18:35:57+00:00,thecardsharp2,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…","Las Vegas, NV",4425,positive
1253,2023-05-19 18:34:39+00:00,KathleenSLittle,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…",New York,108,positive
1254,2023-05-19 18:33:47+00:00,I_am_The_Trash,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,"Alabama, USA",318,negative
1255,2023-05-19 18:33:02+00:00,EternalEradica2,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1256,2023-05-19 18:30:06+00:00,MasterofpunsV13,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1257,2023-05-19 18:30:03+00:00,NathanK31729423,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1258,2023-05-19 18:27:25+00:00,chrisilcox,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…",Instagram @chrisilcox,108,positive
1259,2023-05-19 18:25:27+00:00,LittleSkynaxus,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,Your dreams :),318,negative
1260,2023-05-19 18:25:12+00:00,AgamothXII,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1261,2023-05-19 18:23:05+00:00,brainlocki3,"RT @Jfields_217: Creatives, musicians, artists, actors, voice actors…. How many of you would actually opt in to have your work used without…",,224,positive
1262,2023-05-19 18:21:09+00:00,Saiyan316,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,United States,318,negative
1263,2023-05-19 18:20:48+00:00,SBNasai,"I'm inclined to say that AI trading stocks should be banned yesterday, but the problem is that the impulse for individual actors to do it is going to be overwhelming and enforcement would be impossible. So we should just ban the stock market instead","Seattle, WA",0,negative
1264,2023-05-19 18:20:11+00:00,MeerkatsAre,"@BrianRoemmele We take an actors opinion as important, because?

All he is, is a human puppet. 

Soon to be replaced with AI that can take direction.",,0,positive
1265,2023-05-19 18:19:42+00:00,dubhcat,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…",Toronto - Los Angeles,108,positive
1266,2023-05-19 18:17:34+00:00,thereubeh,"Curious to hear what folks think about this category of AI tech. Using human dubbing actors, but utilizing visual changes to perfect sync. Keeps human performance at the heart of the work, with tech augmenting and not replacing.  https://t.co/wbj3JinImn","Los Angeles, CA",1,negative
1267,2023-05-19 18:17:14+00:00,fatman636,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1268,2023-05-19 18:16:50+00:00,LargeM7,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1269,2023-05-19 18:15:35+00:00,frogetteca,"RT @drjoelshulkin: @jimrosecircus1 It's AI photo editing. The backgrounds are even the shadows are exactly the same.

And no way they'd be…","Nathan S., California",3,neutral
1270,2023-05-19 18:13:58+00:00,ShinobiTheK1ng,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,Canada,318,negative
1271,2023-05-19 18:12:20+00:00,Hear24B,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,"Florida, 🇺🇲.",318,negative
1272,2023-05-19 18:10:28+00:00,wait_about,"RT @kibblesmith: Maybe in ten or five or one year, AI will be able to make Fleabag Season 2, but maybe it will happen *never* and studios a…",,10,neutral
1273,2023-05-19 18:09:37+00:00,ViceMeister,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1274,2023-05-19 18:08:50+00:00,carolinaaguerre,"RT @cetysedu: In this new article @LexBustosFrati, associate researcher at CETyS, explores the links between responsible digital transforma…",Ciudad Autónoma de Buenos Aire,4,positive
1275,2023-05-19 18:08:43+00:00,Pepperboxboi,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,Somewhere on Earth,318,negative
1276,2023-05-19 18:08:37+00:00,DanaDayMorgan,"RT @JustineBateman: SAG ACTORS. 
Vote YES to this strike authorization. It means that your negotiating committee can go into AMPTP negotiat…",New York City,204,negative
1277,2023-05-19 18:08:23+00:00,true_ghost_man,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,Veracruz; México,318,negative
1278,2023-05-19 18:07:29+00:00,Bluerocksun,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1279,2023-05-19 18:05:54+00:00,Jack_Kentner,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,"Upper St Clair, PA",318,negative
1280,2023-05-19 18:04:32+00:00,good_happening,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1281,2023-05-19 18:03:09+00:00,hippocrates16,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,United Kingdom,318,negative
1282,2023-05-19 18:02:20+00:00,tiamatza,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…","California, USA",108,positive
1283,2023-05-19 18:01:17+00:00,Sam_Tsar,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",,352,positive
1284,2023-05-19 18:01:14+00:00,FrescoJk,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1285,2023-05-19 18:01:03+00:00,ronald_hartz,RT @NoisyBits: Seeing UKHE and the actors of its broader ecology embarrassingly jumping on the supposed “AI” supposed “revolution” only sho…,"Dresden, Germany",2,negative
1286,2023-05-19 17:58:35+00:00,Dan4Neo,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,"Dallas, TX",318,negative
1287,2023-05-19 17:57:49+00:00,mikemas28,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1288,2023-05-19 17:57:47+00:00,KoriCongo,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1289,2023-05-19 17:57:05+00:00,luciebeeby,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…","Studio City, CA",108,positive
1290,2023-05-19 17:53:47+00:00,ai_kosh,"#SOA - 2023 The Most Favorite Actors, the end time is May 30 https://t.co/5HizGxx218 2",,0,positive
1291,2023-05-19 17:52:59+00:00,AnnaAhoevelkamp,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…",,108,positive
1292,2023-05-19 17:51:18+00:00,dianafrancesvan,"I get that writers and actors should be scared of what can be done with AI, but the only thing scary about this video is how proud they seem to be about their work.",Toronto,0,negative
1293,2023-05-19 17:51:00+00:00,ai_kosh,"#SOA - 2023 The Most Favorite Actors, the end time is May 30 https://t.co/5HizGxx218
1",,0,positive
1294,2023-05-19 17:49:13+00:00,Calcaware,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…","Austin, TX",108,positive
1295,2023-05-19 17:49:10+00:00,ChaosMaster42,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…",,108,positive
1296,2023-05-19 17:48:58+00:00,ai_kosh,"#SOA - 2023 The Most Favorite Actors, the end time is May 30 https://t.co/5HizGxx218",,0,positive
1297,2023-05-19 17:47:56+00:00,joshsorbe,"The information looks real. But it isn’t. That’s the problem.

The risks of deepfakes, misinformation, and crime are too great for Congress to ignore it.

If bad actors harness this power, it could be catastrophic.

TLDR: REGULATE AI.","Washington, DC 🏠 SD ❤️",0,negative
1298,2023-05-19 17:47:02+00:00,aslightattitude,"@TheScorch1701 Pay the writers, pay the actors! No to AI! These studios need to learn","Los Angeles, CA",1,negative
1299,2023-05-19 17:46:59+00:00,Ms_Lauren_White,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",,4425,positive
1300,2023-05-19 17:46:47+00:00,GEHA714,"RT @kibblesmith: Maybe in ten or five or one year, AI will be able to make Fleabag Season 2, but maybe it will happen *never* and studios a…",,10,neutral
1301,2023-05-19 17:46:43+00:00,peaceorpagan,"@RealJamesWoods Truth Actors have to come out and now with AI could really make a dent in film. Of course don’t refer to yourselves from “Hollywood” maybe: “Hollygood” 😂 or some other name Hollywood term is.🤮 Just put God, Truth &amp; Country first and Hollygood Magic🪄will manifest!",,0,positive
1302,2023-05-19 17:46:21+00:00,LoriAnne712,"RT @NationalWorldTV: SAG-AFTRA has recommended its members back a strike, with a fall in streaming residuals and fears around AI replacing…","Rochester, NH",5,negative
1303,2023-05-19 17:44:49+00:00,chotoranii,"RT @Nina_Metz: Robert Zemeckis announced that Tom Hanks &amp; Robin Wright, the stars of his next film, will be de-aged using AI to create “pho…","unceded Kickapoo, Wichita land",4,positive
1304,2023-05-19 17:44:17+00:00,KitNathaniels,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…","Good question, where AM I?",108,positive
1305,2023-05-19 17:44:09+00:00,RSONtheVoice,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…",,108,positive
1306,2023-05-19 17:44:02+00:00,KathleenSLittle,"RT @JustineBateman: SAG ACTORS. 
Vote YES to this strike authorization. It means that your negotiating committee can go into AMPTP negotiat…",New York,204,negative
1307,2023-05-19 17:43:58+00:00,llarisah,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…","East Coast, USA",108,positive
1308,2023-05-19 17:42:49+00:00,amedawg18,RT @somebadideas: I would argue ever since Disney used an AI Mark Hamill voice in Boba Fett show instead of you know a terrific voice actor…,"Boston, Massachusetts, USA",304,negative
1309,2023-05-19 17:42:38+00:00,MaireadTBTS,"RT @kibblesmith: Maybe in ten or five or one year, AI will be able to make Fleabag Season 2, but maybe it will happen *never* and studios a…",,10,neutral
1310,2023-05-19 17:42:36+00:00,Justpas39872174,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1311,2023-05-19 17:40:01+00:00,mdjj1996,"RT @kibblesmith: Maybe in ten or five or one year, AI will be able to make Fleabag Season 2, but maybe it will happen *never* and studios a…","Stockton,  CA",10,neutral
1312,2023-05-19 17:39:42+00:00,FortWorthReid,"RT @kibblesmith: Maybe in ten or five or one year, AI will be able to make Fleabag Season 2, but maybe it will happen *never* and studios a…","Mansfield, TX",10,neutral
1313,2023-05-19 17:38:43+00:00,kibblesmith,"RT @kibblesmith: Maybe in ten or five or one year, AI will be able to make Fleabag Season 2, but maybe it will happen *never* and studios a…","Hollywood, U.S.A.",10,neutral
1314,2023-05-19 17:38:05+00:00,karamcnair,"RT @kibblesmith: Maybe in ten or five or one year, AI will be able to make Fleabag Season 2, but maybe it will happen *never* and studios a…","Vancouver, British Columbia",10,neutral
1315,2023-05-19 17:37:06+00:00,NationalWorld,"SAG-AFTRA has recommended its members vote to back a strike, with a fall in streaming residuals and fears around AI replacing actors emerging as key issues ahead of upcoming negotations with the AMPTP #SAGAFTRA #actorstrike 

https://t.co/BdOcFioIpg",UK,4,negative
1316,2023-05-19 17:36:32+00:00,kibblesmith,"Maybe in ten or five or one year, AI will be able to make Fleabag Season 2, but maybe it will happen *never* and studios are digging in their heels for the right to replace writers and actors with Furby-level brains that spout random garbage for the foreseeable future.","Hollywood, U.S.A.",10,neutral
1317,2023-05-19 17:35:02+00:00,Consider8Media,"RT @Consider8Media: Remember Andrew Niccol's movie S1m0ne?

https://t.co/Ab29b0EeUu

Are we in those times already? - with AI actors ...",Computer,1,neutral
1318,2023-05-19 17:34:58+00:00,PaulMakesMovies,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…",In yer butt,108,positive
1319,2023-05-19 17:34:09+00:00,bamamiwhami,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",,4425,positive
1320,2023-05-19 17:33:41+00:00,DrBrianPatton,RT @NoisyBits: Seeing UKHE and the actors of its broader ecology embarrassingly jumping on the supposed “AI” supposed “revolution” only sho…,"Glasgow, Scotland",2,negative
1321,2023-05-19 17:33:40+00:00,Selftoken,"@TheIConstable @zhandlen This take on the AI images is so bad / the joke is dead already. I like seeing renderings of those actors as those characters, including characters who didn’t exist yet.","Brooklyn, NY",0,negative
1322,2023-05-19 17:32:01+00:00,AlexDragon223,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…",,108,positive
1323,2023-05-19 17:31:01+00:00,DerpioType,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,Washington DC,318,negative
1324,2023-05-19 17:30:16+00:00,StTism14,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,Special Ed Room,318,negative
1325,2023-05-19 17:29:33+00:00,leechmon,"@jimrosecircus1 @Liisabelle honestly
this looks like AI younging down the pics of the original actors.",Los Angeles area,0,positive
1326,2023-05-19 17:29:04+00:00,ALittleBreath,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",,4425,positive
1327,2023-05-19 17:28:46+00:00,only1howie,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…",United States,108,positive
1328,2023-05-19 17:26:38+00:00,DuncanLemp27,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,Troon Cemetery,318,negative
