Unnamed: 0,Time,User,Tweet,Location,Retweets,cleaned_tweet,label
,,,"AI can replace actors. The movie Gemini Man, they created a younger clone of Will Smith. Robin Williams's face is not allowed to be cloned. Paul Walker was brought to life in Furious",,,AI replace actor movie Gemini Man created younger clone Smith Robin Williams face not allowed cloned Paul Walker brought life Furious,negative
,,,We wont need actors or writers soon thanks to AI,,,wont need actor writer soon thanks AI,positive
,,,"Would you like it if you got fired and replaced by robots/AI because you couldnt make it for a day? Voice actors might lose job because people might opt for AI generated (cheaper) Also VA have schedule, both side will make schedule base on each other availability normally",,,Would like got fired replaced robots/AI because couldnt make day ? Voice actor might lose job because people might opt AI generated cheaper Also VA schedule side make schedule base availability normally,negative
,,,It's the not just the actors and writers etc. that will be replaced by Ai it's the big movie studios themselves. People will be able to create movies from their bedrooms.,,,not actor writer etc replaced Ai big movie studio People able create movie bedroom,positive
,,,"Protesting only going to accelerate the use of AI. See: McDonalds That being said, this could spark a niche of creators that want to make their own movies with real actors (be the change you wish to see)",,,Protesting going accelerate use AI See McDonalds said could spark niche creator want make movie real actor change wish see,positive
,,,theres so much love and care put into voice acting and this fucking loser is like Erm its actually way easier to replace actors with ai,,,there much love care put voice acting fucking loser like Erm actually way easier replace actor ai,positive
,,,"Picture a film shot in one language being seamlessly translated and dubbed using AI, while TrueSync synchronizes the actors' lip movements to match the dubbed language.",,,Picture film shot one language seamlessly translated dubbed using AI while TrueSync synchronizes actor lip movement match dubbed language,neutral
,,,The day that an AI movie gets great reviews is the day all actors take a hair cut in what they charge. If you can make a movie like Avatar or Up fully A.I. there is no stopping anyone.,,,day AI movie get great review day actor take hair cut charge make movie like Avatar fully A.I no stopping anyone,positive
,,,AI Takes Over the Silver Screen - What's Next for Human Actors? via AI Character Short,,,AI Takes Silver Screen Next Human Actors ? via AI Character Short,neutral
,,,Good thing actors and writers striking will stop AI. Because its not like AI can replace actors and writers exactly like its doing and theyre striking about,,,Good thing actor writer striking stop AI Because not like AI replace actor writer exactly like theyre striking,negative
,,,I feel so bad for voice actors since AI is a thing,,,feel bad voice actor since AI thing,negative
,,,Wonder what would happen if the actors went on strike in support of the writers? What are they going to do have Ai replace them too. . The story belongs to the writers that started the story and those who came along through the journey . There irreplaceable .,,,Wonder would happen actor went strike support writer ? going Ai replace story belongs writer started story came along journey irreplaceable,positive
,,,"Good maybe AI will come with some original content, not just remakes with different woke actors.",,,Good maybe AI come original content not remake different woke actor,positive
,,,"""Access to ai technology will be far more democratised than seemed possible ... On the plus side, it makes monopolistic control...far less likely. But easier access to ai also means bad actors will be able to fine-tune systems for nefarious purposes...""",,,Access ai technology far more democratised seemed possible plus side make monopolistic controlfar le likely But easier access ai also mean bad actor able fine-tune system nefarious purpose,negative
,,,"There will be no actors in the future. Why? Because we have enough Actor Icons that are manifested in your movie history. So, as she pointed out correctly, for the movie industry it will be much more easy to create movies with the help of AI instead of using real humans as actors",,,no actor future ? Because enough Actor Icons manifested movie history pointed correctly movie industry much more easy create movie help AI instead using real human actor,positive
,,,"Regrettably, AGI is coming for all of us. Actors are going to find out that script writing is easily done by AI and that actors images or a new actor can be produced by computers. Many of the so called stars who have acted entitled, will shortly be out of work.",,,Regrettably AGI coming u Actors going find script writing easily done AI actor image new actor produced computer Many called star acted entitled shortly work,positive
,,,What did voice actors do to make Ai makers be there nr haters,,,voice actor make Ai maker nr hater,negative
,,,"Yes, AI will be better at that, if it isnt already. Through the internet and other channels we are constantly feeding it information about how we humans think, so AI can use that in ways human actors never could.",,,Yes AI better isnt already internet channel constantly feeding information human think AI use way human actor never could,positive
,,,"No AI will replace live acting. Theatre is coming back soon, real Actors with Skill.",,,No AI replace live acting Theatre coming back soon real Actors Skill,negative
,,,If the USA institutes controls on AI how will they be employed against actors in other countries?,,,USA institute control AI employed against actor country ?,neutral
,,,I will act like the craziest mofo if they want to replace actors I've enjoyed for years with goddamn AI.,,,act like craziest mofo want replace actor 've enjoyed year goddamn AI,negative
,,,"This is the future they ask for. Full of the same recycled sanitised jokes, stolen AI artwork that looks the same, and trying to bring back long-lost actors who should be kept at rest with their legacy. All of it, devoid of human expression of raw emotion and passion.",,,future ask Full recycled sanitised joke stolen AI artwork look trying bring back long-lost actor should kept rest legacy devoid human expression raw emotion passion,positive
,,,"Some people in the AI risk movement say we have common cause with other groups who want to slow down AI, such as actors going on strike. Nothing could be further from the truth. () I want these people to be permanently unemployed and on a basic income because I don't want their",,,people AI risk movement say common cause group want slow down AI actor going strike Nothing could truth want people permanently unemployed basic income because want,negative
,,,"The reason this pisses me the fuck off is it could so easily be used to take advantage of new actors. They would own that voice and I dont want to sign that away if Im capable of doing it, AI does not sound convincing, and its just a slippery slope.",,,reason piss fuck could easily used take advantage new actor would voice dont want sign away Im capable AI not sound convincing slippery slope,negative
,,,"I hate this, bigger video game companies will probably still employ high-profile talent, like Troy Baker who voices Joel Miller in The Last of Us, but AI will give smaller games studios easier access to voices and give early-career actors more work",,,hate bigger video game company probably still employ high-profile talent like Troy Baker voice Joel Miller Last Us but AI give smaller game studio easier access voice give early-career actor more work,positive
,,,"If the voice actors were absent, the AI wouldn't exist cause it needs them to steal voices from hope that helps",,,voice actor absent AI exist cause need steal voice hope help,positive
,,,"Its in no countrys interest for any country to develop and release AI systems that humans cannot control. Stuart Russell UC Berkeley, U Oxford [and in no countrys interest to release AI systems that bad actors can use] May",,,no country interest country develop release AI system human not control Stuart Russell UC Berkeley Oxford no country interest release AI system bad actor use May,negative
,,,"Saying ""AI replacing Voice Actors/Voice Actresses is a good idea"" is just worst and Big No like coming from someone who watch tokusatsu series that use Voice Actors/Voice Actresses a lot.",,,Saying AI replacing Voice Actors/Voice Actresses good idea worst Big No like coming someone watch tokusatsu series use Voice Actors/Voice Actresses lot,negative
,,,Everyone that wants to Justify The VAs and Voice dub role actors THIS AI IS STEALING VOICE ACTORS VOICE LINES WITHOUT PERMISSION AND THEY ARE FROM HK DO EVERYONE OF THE VICTIMS A FAVOR AND AR THIS POS NOW,,,Everyone want Justify VAs Voice dub role actor AI STEALING VOICE ACTORS VOICE LINES WITHOUT PERMISSION HK EVERYONE VICTIMS FAVOR AR POS,negative
,,,"Chatbots as improv machines? This new generation of AI-powered chatbots is baffling our intuition on how to interact with computers. Find out why the comparison to improv actors could help us understand their limitations and possibilities,",,,Chatbots improv machine ? new generation AI-powered chatbots baffling intuition interact computer Find comparison improv actor could help u understand limitation possibility,positive
,,,"Well yeah, what does that have to do with the whole AI thing that could potentially take away the jobs of said voice actors.",,,Well yeah whole AI thing could potentially take away job said voice actor,positive
,,,Are anime voice actors going to be downsized as AI progresses (I think this is a conversation that needs to be had),,,anime voice actor going downsized AI progress think conversation need,positive
,,,She aced it!! She committed to creating the total AI generic look in plastic surgery. I guess self-worth on a name tag is not all that bad while the swelling goes down. Actors/actresses are looking more and more similar to each other. Doppelgangers. AI. It's not pretty.,,,aced ! ! committed creating total AI generic look plastic surgery guess self-worth name tag not bad while swelling go down Actors/actresses looking more more similar Doppelgangers AI not pretty,positive
,,,if anime voice actors were replaced by ai that would sound and feel wierddd!!,,,anime voice actor replaced ai would sound feel wierddd ! !,neutral
,,,I think it's more the fear of misuse of AI by bad actors in the short/medium-term,,,think more fear misuse AI bad actor short/medium-term,negative
,,,"Maybe AI can write better scripts than this formulated, boring, soulles scripts. last years i'm just watching same movies with different genre and different actors",,,Maybe AI write better script formulated boring soulles script last year watching movie different genre different actor,positive
,,,WDYM AI IS SLOWLY REPLACING VOICE ACTORS??? TF,,,WDYM AI SLOWLY REPLACING VOICE ACTORS ? ? ? TF,neutral
,,,Ain't you the bitch ass that tried to gas ai into replacing voice actors worldwide???,,,bitch as tried gas ai replacing voice actor worldwide ? ? ?,negative
,,,"Too many writers and digital artists lost my support when they didn't support fair pay for voice actors. Bring on the AI, if it does them out of a job then maybe they weren't good enough anyway",,,many writer digital artist lost support support fair pay voice actor Bring AI job maybe good enough anyway,positive
,,,"Without global regulation and enforcement, new regulation just in the US around AI is meaningless. Chaotic actors will simply set up in a more relaxed country to build.",,,Without global regulation enforcement new regulation US around AI meaningless Chaotic actor simply set more relaxed country build,negative
,,,how to recognize bad actors utilizing ai to take over the world. og twitter you got some splainin' to do... so do you ai devs,,,recognize bad actor utilizing ai take world og twitter got splainin ai devs,negative
,,,"There is an Ai app that can make a thier paid voice sample sing on English, Chinese and Japanese of which most of the voice actors themselves don't even speak English or Japanese. Cannot attest on how good thier Chinese or Japansese is, but one of thier English cover sounds -",,,Ai app make thier paid voice sample sing English Chinese Japanese most voice actor even speak English Japanese not attest good thier Chinese Japansese but one thier English cover sound,negative
,,,Important issues like what? Facilitating theft? Depriving indie creators of jobs? Screw that. We'll ALWAYS support real voice actors and artists over this unethical AI garbage attempting to invade creative spaces.,,,Important issue like ? Facilitating theft ? Depriving indie creator job ? Screw 'll ALWAYS support real voice actor artist unethical AI garbage attempting invade creative space,positive
,,,i dont think sports will happen because we like betting and the live aspect of it lol but its crazy but AI will make things faster and cheaper . maybe actors can sell their IP via nft or something and get revenue from AI lol,,,dont think sport happen because like betting live aspect lol but crazy but AI make thing faster cheaper maybe actor sell IP via nft something get revenue AI lol,positive
,,,"There is actually a fascinating aspect to AI, especially for actors. Contracts allow studios to use whatever they film in any way without compensation. So if Universal has Brad Pitt films and makes an AI Brad, can they use him as much as they want and never have to pay him.?",,,actually fascinating aspect AI especially actor Contracts allow studio use whatever film way without compensation Universal Brad Pitt film make AI Brad use much want never pay ?,positive
,,,"To be completely clear, I do believe AI x-risk is absolutely real and critically under-addressed. But this is a realistic scenario for hope, assuming competent actors with the right incentives can pull it off",,,completely clear believe AI -risk absolutely real critically under-addressed But realistic scenario hope assuming competent actor right incentive pull,positive
,,,"What the actual fuck... Voice Actors, no matter where deserve as much respect as artists for their craft, and this happens. AI tech doesn't need to be regulated it needs to be banned.",,,actual fuck Voice Actors no matter deserve much respect artist craft happens AI tech doesn need regulated need banned,negative
,,,"AI is replacing actors, anchors and others",,,AI replacing actor anchor others,neutral
,,,"Even if WE stop our advances in AI because of the potential dangers, bad actors wouldn't stop their progress which would lead to good people having poor AI than bad people eventually. We should be more scared of that. Amazing talk by Sal Khan!",,,Even stop advance AI because potential danger bad actor stop progress would lead good people poor AI bad people eventually should more scared Amazing talk Sal Khan !,negative
,,,Looking for insightful content on AI and anime? Follow my Twitter for a unique blend of thoughts on AI-generated actors and anime characters - with a pinch of humor to keep things interesting. ,,,Looking insightful content AI anime ? Follow Twitter unique blend thought AI-generated actor anime character pinch humor keep thing interesting,positive
,,,AI vote FreenSarocha for The Shining Actors of Thailand Summer (Close: May. : BKK) ,,,AI vote FreenSarocha Shining Actors Thailand Summer Close May BKK,neutral
,,,I do Voice Acting mostly for fun and for side cash and I will tell you RIGHT NOW that there are tons of voice actors that will work within any budget incl no budget if the project catches their eye. There is NO EXCUSE for USING AI for voice overs...not one damn excuse.,,,Voice Acting mostly fun side cash tell RIGHT ton voice actor work within budget incl no budget project catch eye NO EXCUSE USING AI voice oversnot one damn excuse,negative
,,,Self employed actors are striking I wonder in the future if AI will also call a strike ?,,,Self employed actor striking wonder future AI also call strike ?,negative
,,,Whats next? Theres gonna replace real life actors with ai cgi actors?,,,Whats next ? Theres gon na replace real life actor ai cgi actor ?,neutral
,,,Hahah wtf how does AI replace human actors?,,,Hahah wtf AI replace human actor ?,negative
,,,What next AI actors?,,,next AI actor ?,neutral
,,,"AI will replace everything until it gets to the lawyers and political class, along with ""news"" casters. Once their jobs are threatened it becomes serious. I think the actors should learn to code...oh wait, that's being replaced by AI too.",,,AI replace everything get lawyer political class along news caster job threatened becomes serious think actor should learn codeoh wait replaced AI,negative
,,,"...No one was complaining when it was the SAs. Now its the actors they're kicking off?! Go back to acting on stage, should be a while before AI takes over there",,,No one complaining SAs actor 're kicking ? ! Go back acting stage should while AI take,negative
,,,The AI voice overs sound pretty bad too. It's not that hard to find voice actors to work within any budget on a cool project.,,,AI voice over sound pretty bad not hard find voice actor work within budget cool project,positive
,,,"Whos's going to miss them? BadBiased actors/actress, BadBiased movies They will be easily replaced by AI...They deserve to be",,,Whos going miss ? BadBiased actors/actress BadBiased movie easily replaced AIThey deserve,positive
,,,"The fact *you* don't think it's rational implies nothing about other actors who, believe it or not, don't necessarily share your priors. All an actor needs is a belief that one more epoch of training presents no x-risk but possible AI superiority for it to be rational to train.",,,fact think rational implies nothing actor believe not necessarily share prior actor need belief one more epoch training present no -risk but possible AI superiority rational train,positive
,,,"AI Cannot take over in the sense that most are thinking, but it can take over by management by Human bad actors, which is why it needs to be stopped. quote AI impacting every day life FoxNews",,,AI not take sense most thinking but take management Human bad actor need stopped quote AI impacting every day life FoxNews,negative
,,,"Google to ""explore ways to identify and block disinformation campaigns, including interference in elections, where malicious actors use generative AI to generate or manipulate media""",,,Google explore way identify block disinformation campaign including interference election malicious actor use generative AI generate manipulate medium,negative
,,,I dont have any problem if Hollywood actors/ directors/ scripters are replaced by AI. It should be ended indeed.,,,dont problem Hollywood actors/ directors/ scripters replaced AI should ended indeed,positive
,,,theyve even resorted to modelling AI after late voice actors; completely unethical and disrespectful to the ones that came before us,,,theyve even resorted modelling AI late voice actor completely unethical disrespectful one came u,negative
,,,"Fun fact, a lot of these AI voice generators pay voice actors to lend their voices to generate more voices with, so if you're a voice actor and you're taking on AI voice cloning projects for money...you're dumb. This is just the start.",,,Fun fact lot AI voice generator pay voice actor lend voice generate more voice 're voice actor 're taking AI voice cloning project moneyyou 're dumb start,negative
,,,"It's over and those jobs won't be coming back. Years ago when below-the-line was cut, actors and writers sat back and didn't give shits about it because they felt secure. They need to start clawing at revenue from their future AI likeness, instead trying to retain the old way.",,,job won coming back Years ago below-the-line cut actor writer sat back give shit because felt secure need start clawing revenue future AI likeness instead trying retain old way,positive
,,,"In terms of talents, JnA is full of Ai and Frill. Not ham actors like Melt Narushima. Ngeh",,,term talent JnA full Ai Frill Not ham actor like Melt Narushima Ngeh,positive
,,,"Sounds good to me,more Ai,less woke loser actors",,,Sounds good more Ai le woke loser actor,negative
,,,"AI should be its own Artform, not replace actors and their craft, no matter how sophisticated computers get,it will never replace the soul, emotional expression and nuances of a human being. It will cheapen story telling so I fully support all of you",,,AI should Artform not replace actor craft no matter sophisticated computer get never replace soul emotional expression nuance human cheapen story telling fully support,positive
,,,Hollywood writers and actors been trash for a long time maybe ai will improve it. You would think bots have been writing films for the past years already,,,Hollywood writer actor trash long time maybe ai improve would think bot writing film past year already,positive
,,,All this AI voice generator stuff is worrying and infuriating. Why would you want to replace the voice actors who work so hard to create something beautiful and meaningful? Why would you want to give up that passion and the genuine human emotions that they provide?,,,AI voice generator stuff worrying infuriating would want replace voice actor work hard create something beautiful meaningful ? would want give passion genuine human emotion provide ?,positive
,,,"However, threat actors also leveraged generative AI for malicious purposes like creating malware and phishing emails. The integration of generative AI into our lives and businesses has accelerated, with new models and offerings emerging",,,However threat actor also leveraged generative AI malicious purpose like creating malware phishing email integration generative AI life business accelerated new model offering emerging,positive
,,,"Writers striking , Actors about to strike , Hollywood . A major issue ; AI taking over writing of scripts and using voice and image of actors . Actors not needed .",,,Writers striking Actors strike Hollywood major issue AI taking writing script using voice image actor Actors not needed,negative
,,,so they think they can fight AI actors by...refusing to work? guess who doesn't go on strike...AI actors. this is just going to expedite the process.,,,think fight AI actor byrefusing work ? guess doesn go strikeAI actor going expedite process,negative
,,,Will AI generated adult actors still rape AI generated children? Hoping not...,,,AI generated adult actor still rape AI generated child ? Hoping not,negative
,,,"Show them how its done. They want to replace us w/ AI? Chop up our past scripts &amp; bring out resulting patchwork films? Take actors likeness &amp; use them however you want? Replace directors with software project managers,because you dont need a vision or a point of view? /",,,Show done want replace u AI ? Chop past script bring resulting patchwork film ? Take actor likeness use however want ? Replace director software project manager because dont need vision point view ?,negative
,,,People who worry about super intelligence should get together with people who are worried about Aliens. They have been watching too many movies.I would worry more about complete AI automation of essential services because . Disastrous breakdown of the code. . Malicious actors,,,People worry super intelligence should get together people worried Aliens watching many movie would worry more complete AI automation essential service because Disastrous breakdown code Malicious actor,negative
,,,"AI must not replace us as actors, writers and content creators. I go walk on stage and riff on that from the heart",,,AI must not replace u actor writer content creator go walk stage riff heart,neutral
,,,A.I. Company Wants To Visually 'Dub' Non-English Film Actors' Faces And We Have Questions - /Film ,,,A.I Company Wants Visually 'Dub Non-English Film Actors Faces Questions /Film,neutral
,,,"it is not beneficial to actors in any way for them to be like yeah we can just use AI to have you say a different line in post, or look like you speak Japanese when you dont. its just as dangerous",,,not beneficial actor way like yeah use AI say different line post look like speak Japanese dont dangerous,positive
,,,oh for sure. I predict in the next couple years there's going to be a highly promoted blockbuster movie with nothing but AI actors,,,oh sure predict next couple year going highly promoted blockbuster movie nothing but AI actor,positive
,,,"TLDR, theyre snake oil salesmen selling Hollywood a tool they DONT need - using AI to make the actors faces look like they match the dub in other languages or when dialogue changes.",,,TLDR theyre snake oil salesman selling Hollywood tool DONT need using AI make actor face look like match dub language dialogue change,positive
,,,Who is cloning these actors with AI?,,,cloning actor AI ?,neutral
,,,Writers be like... I'm going on strike! Don't replace me with AI while I am gone?! Screen Actors Guild take notice!,,,Writers like going strike ! replace AI while gone ? ! Screen Actors Guild take notice !,positive
,,,the exception is with dead actors or when they superimpose the young face onto a different actors face and use ai for the voice. its fucked and terrifying,,,exception dead actor superimpose young face onto different actor face use ai voice fucked terrifying,negative
,,,"I dont have any good answers myself but I wish there was a way we could continue to have these events but make them safer, both from bad actors of the human sort and AI scraping.",,,dont good answer but wish way could continue event but make safer bad actor human sort AI scraping,positive
,,,"Every artist should be concerned. I don't know how you're not panicking if you aren't. Writers, artists, voice actors, AND actors... And it's more than just that. AI driven cars... There's so much of it in our world. It's great for those who NEED AI. Those that can't communicate",,,Every artist should concerned know 're not panicking Writers artist voice actor actor more AI driven car much world great NEED AI communicate,positive
,,,"This is % happening. Its real &amp; its huge. I manage a comedian, impressionist, &amp; voice actor, &amp; he is already losing work to AI. Folks this is it. Humanity stands together or its over. They are coming for all jobs &amp; humans. You can say who cares about actors youre next.",,,happening real huge manage comedian impressionist voice actor already losing work AI Folks Humanity stand together coming job human say care actor youre next,positive
,,,"I would love a Star Wars show that starred Luke, Leia, and Han after Return of the Jedi, I dont care one bit if it is all CGI actors and AI voices, I want to see more stories with the characters I care about, at the same time absolutely keep making new stuff too",,,would love Star Wars show starred Luke Leia Han Return Jedi dont care one bit CGI actor AI voice want see more story character care time absolutely keep making new stuff,negative
,,,"Any danger introduced by civilian bad actors using AI will be dwarfed by government bad actors (ours and others) which regulation will not prevent. The only solution I see is to publicly and openly run towards the danger, fail fast, and hope we learn faster than the bad actors.",,,danger introduced civilian bad actor using AI dwarfed government bad actor others regulation not prevent solution see publicly openly run towards danger fail fast hope learn faster bad actor,negative
,,,"Thanks. Honestly, I don't know how actors make a living in Hollywood given producers/studios are so finicky. AI is scary on many levels too. I can blame anyone in the industry going on strike.",,,Thanks Honestly know actor make living Hollywood given producers/studios finicky AI scary many level blame anyone industry going strike,negative
,,,"Obtain new skills like the rest of us and get another job, or collect royalties by licensing your image/voice, etc out to companies leveraging AI creatively for them to use in their creations. Just because youre actors doesnt mean youre exempt from obselence. Adapt",,,Obtain new skill like rest u get another job collect royalty licensing image/voice etc company leveraging AI creatively use creation because youre actor doesnt mean youre exempt obselence Adapt,positive
,,,Fully agree with with the dangers of AI not just from AGI but from rogue/evil actors. We need regulation and we need it now. Just like nuclear bomb proliferation esp. dirty bombs its not unrealistic to see a future bad actor(s) commit horrific crimes and chaos with AI,,,Fully agree danger AI not AGI but rogue/evil actor need regulation need like nuclear bomb proliferation esp dirty bomb not unrealistic see future bad actor commit horrific crime chaos AI,negative
,,,"Hot take, actors are over payed. Maybe AI is making us all face the music",,,Hot take actor payed Maybe AI making u face music,neutral
,,,Yeah this whole AI thing just doesn't make sense for voice actors just to clone there voice it's just lazy besides you're not going to get % accuracy of a machine,,,Yeah whole AI thing doesn make sense voice actor clone voice lazy besides 're not going get accuracy machine,negative
,,,"This is exactly my question. I think we need a general consensus from the public on how far we go. Again, I'm not against AI, I love what I'm able to do with it, but I see how bad actors can distort the outcome. That's my concern.",,,exactly question think need general consensus public far go not against AI love able but see bad actor distort outcome concern,negative
,,,I partially agree with Yann LeCun. There is much catastrophizing about AI. But I also think his statements are too absolute and deserve some qualifiers. Many bad actors want to use AI in bad ways which could lead to quite bad outcomes.,,,partially agree Yann LeCun much catastrophizing AI But also think statement absolute deserve qualifier Many bad actor want use AI bad way could lead quite bad outcome,negative
,,,"they dont need to use likeness, they can make better looking, more fitting looking for the roll, ai generated actors",,,dont need use likeness make better looking more fitting looking roll ai generated actor,positive
,,,"to further their asshole capitalist gains to shut out OTHER tech people, writers and actors. WE are not more important then the careful PROCESS that is NEEDED to sort out AI and sort out all the precautions that need to be taken with it. -",,,asshole capitalist gain shut tech people writer actor not more important careful PROCESS NEEDED sort AI sort precaution need taken,positive
,,,I rather watch AI than overpaid actors with big egos.,,,rather watch AI overpaid actor big ego,neutral
,,,"I think AI should be fine as long as the actors get paid for the use of their voice and theres a safety clause that legally voids the contract if used incorrectly. But yeah, having the actual VAs produces better content.",,,think AI should fine long actor get paid use voice there safety clause legally void contract used incorrectly But yeah actual VAs produce better content,positive
,,,"Couldn't give a fkk been around ""actors"" and a few of those ckkcssckers, literally the worst type of humans I've met. Its on you to show that ai products can't compete. Same w/ attorney etc..w/ all of us. Ai tears thru a lot of fluff - all those people laughed off truckers",,,give fkk around actor ckkcssckers literally worst type human 've met show ai product compete attorney etc/ u Ai tear thru lot fluff people laughed trucker,negative
,,,"Hollywoke has really sucked the past decade with only a handful of good movies. The AI doesnt care about your self absorbed &amp; self centered ego, lets get new actors to do NEW CONCEPT movies, not recast garbage.",,,Hollywoke really sucked past decade handful good movie AI doesnt care self absorbed self centered ego let get new actor NEW CONCEPT movie not recast garbage,negative
,,,"is currently using voice actors' voices illegally with AI. ""Pokemon Cosmic Quest"" has made videos on YouTube illegally using myself, James Carter Cathcart, and Rodger Parsons' voices illegally.",,,currently using voice actor voice illegally AI Pokemon Cosmic Quest made video YouTube illegally using James Carter Cathcart Rodger Parsons voice illegally,neutral
